"","SampleID","Age Interval","Period","DonorID","Sex","Structure Acronym","Regions","Hemisphere","PMI (hours)","Sequencing Batch","Chimeric Pairs","Percent aligned ChrX","Percent aligned ChrY","AUC all percentage","AUC unique percentage","Mode Fragment Length Count","Exonic Rate","Total fragments assigned exon fc","Total fragments count unique exon fc","Total fragments count unique assigned exon fc","Total Assigned Gene","Intronic Rate","Percentage mapped multi loci STAR","Percentage mapped too many loci STAR","Percentage unmapped other STAR","Reads Mapped","Total N Reads","Mapping Rate","Mapping Rate unique","Mapping Rate both","Junction count","Mapped Pairs","Percentage mapped multi loci both STAR","Percentage mapped too many loci both STAR"
"180","ERR1473131","8-9pcw","Prenatal","11820_donorID","F","CP","Chroid plexus","R",NA,"sequencing batch:FC2014_032",5.54,2.74,0,135.82,138.77,335904,80.81,44504826,69027302,44504826,44594296,5.28,7.89,0.05,0.02,55072244,56225855,90.05,50633949,97.9,288802,55072244,7.9,0
"181","ERR1473132","8-9pcw","Prenatal","11831_donorID","M","CP","Chroid plexus","L",NA,"sequencing batch:FC2014_035",5,2.9,0.1,129.61,131.6,260901,74.04,36159638,58105860,36159638,35575807,10.01,5.7,0.09,0.05,48836711,49571239,92.81,46008838,98.5,324109,48836711,5.7,0.1
"182","ERR1473133","8-9pcw","Prenatal","11831_donorID","M","CP","Chroid plexus","R",NA,"sequencing batch:FC2014_038",5.69,2.95,0.09,131.93,133.89,251734,79.18,40187333,59511718,40187333,39533185,7.39,5.5,0.06,0.03,50754750,52170253,91.78,47883435,97.3,320474,50754750,5.5,0.1
"183","ERR1473134","8-9pcw","Prenatal","11871_donorID","F","CP","Chroid plexus","",4,"sequencing batch:FC2014_035",2.23,2.18,0,122.77,128.58,198564,64.63,23222870,57416595,23222870,23427444,12.48,12.16,0.1,0.05,35931424,36538948,86.18,31488032,98.3,286665,35931424,12.2,0.1
"184","ERR1473135","8-9pcw","Prenatal","11845_donorID","M","CP","Chroid plexus","L",2,"sequencing batch:FC2014_043",6.99,1.99,0.07,135.7,143.52,291236,78.37,37210599,72466900,37210599,37240083,3.99,12.57,0.04,0.01,47479171,48770362,84.79,41350689,97.4,215337,47479171,12.6,0
"185","ERR1473136","8-9pcw","Prenatal","11845_donorID","M","CP","Chroid plexus","R",2,"sequencing batch:FC2014_043",7.43,2.44,0.09,135.68,139.81,199849,79.45,26416266,43457721,26416266,26252203,5.25,8.55,0.05,0.04,33250606,34213846,88.63,30325067,97.2,230887,33250606,8.6,0
"186","ERR1473137","8-9pcw","Prenatal","11851_donorID","F","CP","Chroid plexus","",4,"sequencing batch:FC2014_066",5.72,3.52,0.01,129.2,130.72,228246,71.74,28962804,46567834,28962804,28992370,12.32,5.5,0.06,0.04,40370603,41595823,91.55,38081636,97.1,214056,40370603,5.5,0.1
"187","ERR1473138","8-9pcw","Prenatal","11873_donorID","F","CP","Chroid plexus","R",18,"sequencing batch:FC2014_066",4.71,3.81,0.01,125.96,126.95,245004,69.28,30963088,48930844,30963088,30712377,14.72,4.1,0.07,0.04,44690180,45843644,93.39,42811242,97.5,206965,44690180,4.1,0.1
"188","ERR1473139","16-18pcw","Prenatal","11907_donorID","F","CP","Chroid plexus","R",16.6666666666667,"sequencing batch:FC2014_054",2.9,2.82,0,131.21,133.91,294724,78.11,39727324,63321774,39727324,39406783,7.52,6.98,0.06,0.03,50862567,52754227,89.44,47181154,96.4,280557,50862567,7,0.1
"189","ERR1473140","10-12pcw","Prenatal","11834_donorID","M","CP","Chroid plexus","R",3.83333333333333,"sequencing batch:FC2014_058",4.73,2.33,0.08,135.91,140.55,329338,79.39,41718652,72553693,41718652,41556047,5.95,9.28,0.05,0.02,52552057,54727708,86.74,47472156,96,235089,52552057,9.3,0.1
"190","ERR1473141","10-12pcw","Prenatal","11834_donorID","M","CP","Chroid plexus","L",3.83333333333333,"sequencing batch:FC2014_069",1.94,0.92,0.03,118.76,140.06,305681,61.13,29170526,127447764,29170526,30869188,5.32,28.59,0.1,0.02,47717087,49041147,68.71,33698218,97.3,226988,47717087,28.6,0.1
"191","ERR1473142","10-12pcw","Prenatal","11833_donorID","F","CP","Chroid plexus","L",30,"sequencing batch:FC2014_047",0.79,2.26,0,129.93,134.84,313848,73.38,37848054,75198122,37848054,40121668,7.9,12.87,0.05,0.02,51577330,53647655,83.27,44673885,96.1,255058,51577330,12.9,0
"192","ERR1473143","10-12pcw","Prenatal","11833_donorID","F","CP","Chroid plexus","R",30,"sequencing batch:FC2014_047",1.18,2.3,0,128.67,133.44,307339,72.42,36155370,71664351,36155370,37100295,10,11.02,0.05,0.02,49925079,51626813,85.68,44236178,96.7,251075,49925079,11,0.1
"193","ERR1473144","10-12pcw","Prenatal","1890_donorID","Unknown","CP","Chroid plexus","",2,"sequencing batch:FC2014_044",2.3,2.92,0.01,130.16,133.13,207778,74.71,29929662,51231989,29929662,29465889,9.08,6.91,0.05,0.03,40060895,41013010,90.77,37227737,97.7,289469,40060895,6.9,0.1
"194","ERR1473145","13-15pcw","Prenatal","11947_donorID","F","CP","Chroid plexus","R",8.33333333333333,"sequencing batch:FC2014_045",2.73,1.7,0,127.67,135.78,257832,71.49,30916105,75072816,30916105,32278544,6.44,15.85,0.06,0.02,43243178,44317575,81.72,36216855,97.6,265638,43243178,15.9,0.1
"195","ERR1473146","13-15pcw","Prenatal","11900_donorID","M","CP","Chroid plexus","",17,"sequencing batch:FC2014_081",2.54,2,0.07,129.53,135.74,209053,74.06,27415740,56864172,27415740,27694336,7.48,12.18,0.05,0.02,37019978,38091203,85.01,32379673,97.2,246342,37019978,12.2,0.1
"196","ERR1473147","10-12pcw","Prenatal","1036_donorID","F","CP","Chroid plexus","",2,"sequencing batch:FC2014_065",0.09,4.76,0.1,67.11,68.21,508092,7.87,4021269,57836069,4021269,4071141,38.9,3.82,0.42,1.45,51081938,60468864,80.65,48769785,84.5,67264,51081938,3.8,0.4
"197","ERR1473148","10-12pcw","Prenatal","12007_donorID","M","CP","Chroid plexus","R",4.5,"sequencing batch:FC2014_080",2.35,2.21,0.08,129.42,134.32,265322,71.49,35463068,73108339,35463068,35652066,10.06,10.64,0.06,0.03,49604020,50654477,87.28,44213613,97.9,298061,49604020,10.6,0.1
"198","ERR1473149","10-12pcw","Prenatal","12007_donorID","M","CP","Chroid plexus","L",4.5,"sequencing batch:FC2014_080",3.27,2.58,0.09,131.17,134.14,329564,76.09,46011271,77646407,46011271,46097219,8.69,7.96,0.05,0.02,60467345,62094360,89.42,55524503,97.4,308663,60467345,8,0.1
"199","ERR1473150","10-12pcw","Prenatal","11942_donorID","F","CP","Chroid plexus","L",16.6666666666667,"sequencing batch:FC2014_081",3.62,2.46,0,135.28,139.21,214893,78.15,32869530,57412354,32869530,33420129,5.79,9.99,0.05,0.02,42060994,42947615,87.95,37770622,97.9,261589,42060994,10,0
"200","ERR1473151","8-9pcw","Prenatal","11826_donorID","F","CTX","Forebrain","L",2,"sequencing batch:FC2014_038",1.82,2.23,0.01,125.63,131.24,250650,68.26,35765152,78480681,35765152,35761351,10.82,10.67,0.08,0.04,52393161,53735858,86.84,46661768,97.5,308837,52393161,10.7,0.1
"201","ERR1473152","8-9pcw","Prenatal","11826_donorID","F","CTX","Forebrain","R",2,"sequencing batch:FC2014_038",2.14,2.18,0.01,128.83,135.09,213554,73.34,30674761,63923807,30674761,30573322,7.48,11.16,0.07,0.03,41826492,43592096,84.79,36962698,95.9,272220,41826492,11.2,0.1
"202","ERR1473153","8-9pcw","Prenatal","11827_donorID","F","CTX","Forebrain","R",2,"sequencing batch:FC2014_038",1.5,2.25,0.01,129.99,136.92,366715,71.41,41173735,90396618,41173735,41157619,8.95,12.1,0.06,0.03,57657016,59734285,84.42,50428850,96.5,242008,57657016,12.1,0.1
"203","ERR1473154","8-9pcw","Prenatal","11827_donorID","F","CTX","Forebrain","L",2,"sequencing batch:FC2014_030",1.49,1.61,0,121.84,132.54,249910,64.25,29047299,86979138,29047299,29703944,10.07,17.39,0.09,0.03,45210786,46451209,79.94,37133340,97.3,277339,45210786,17.4,0.1
"204","ERR1473155","8-9pcw","Prenatal","11846_donorID","F","CTX","Forebrain","L",30,"sequencing batch:FC2014_030",1.89,2.25,0.01,127.62,133.32,222576,71.41,30808508,64393146,30808508,30763406,8.87,10.8,0.07,0.03,43144849,43908768,87.46,38403218,98.3,277550,43144849,10.8,0.1
"205","ERR1473156","8-9pcw","Prenatal","11846_donorID","F","CTX","Forebrain","R",30,"sequencing batch:FC2014_030",1.52,1.95,0.01,123.97,131.88,249457,65.94,30632356,78096140,30632356,30839618,10.43,13.61,0.1,0.03,46453895,47353389,84.49,40009375,98.1,278284,46453895,13.6,0.1
"206","ERR1473157","8-9pcw","Prenatal","11918_donorID","F","CTX","Forebrain","L",2,"sequencing batch:FC2014_030",1.82,2.83,0.01,130.13,133.42,317063,75.85,40903399,69310009,40903399,40527635,7.8,7.52,0.06,0.03,53929739,55089974,90.37,49785382,97.9,304029,53929739,7.5,0.1
"207","ERR1473158","8-9pcw","Prenatal","11918_donorID","F","CTX","Forebrain","R",2,"sequencing batch:FC2014_030",1.29,1.69,0,119.11,128.93,407318,59.69,37813723,118067238,37813723,38670764,13.4,16.35,0.09,0.04,63348899,64350350,82.09,52825147,98.4,290361,63348899,16.4,0.1
"208","ERR1473159","8-9pcw","Prenatal","11831_donorID","M","CTX","Forebrain","L",NA,"sequencing batch:FC2014_035",1.96,2.8,0.11,127.9,130.15,251887,70.93,34386682,58545378,34386682,33999684,12.04,6.1,0.09,0.04,48482457,49266614,92.31,45476300,98.4,307804,48482457,6.1,0.1
"209","ERR1473160","8-9pcw","Prenatal","11831_donorID","M","CTX","Forebrain","R",NA,"sequencing batch:FC2014_035",1.68,2.79,0.1,127.44,129.38,208763,70.52,30726695,51961393,30726695,30302336,12.44,5.64,0.1,0.05,43572422,44249838,92.83,41078487,98.5,307229,43572422,5.6,0.1
"210","ERR1473161","8-9pcw","Prenatal","11858_donorID","M","CTX","Forebrain","",2,"sequencing batch:FC2014_037",1.28,1.17,0.04,120.93,135.49,309418,61.18,27102074,102813168,27102074,28063316,8.14,23.31,0.16,0.03,44295757,45397453,74.26,33713855,97.6,242271,44295757,23.3,0.2
"211","ERR1473162","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","R",4,"sequencing batch:FC2014_043",1.96,3.03,0.01,130.16,132.56,242359,75.82,36782818,58640505,36782818,36299746,8.47,6.2,0.07,0.03,48516256,49347393,92.11,45454512,98.3,292477,48516256,6.2,0.1
"212","ERR1473163","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","R",4,"sequencing batch:FC2014_043",1.84,2.89,0.01,132.91,136.06,267914,78.32,37197301,59893923,37197301,36724872,6.48,7.48,0.06,0.02,47491735,48362234,90.72,43873442,98.2,264825,47491735,7.5,0.1
"213","ERR1473164","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","L",4,"sequencing batch:FC2014_066",2.88,3.39,0.01,129.43,130.87,307664,74.33,41291074,62531289,41291074,40809189,10.12,4.86,0.05,0.03,55554258,57142698,92.36,52777353,97.2,234896,55554258,4.9,0.1
"214","ERR1473165","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","L",4,"sequencing batch:FC2014_066",2.53,3.25,0.01,130.51,132.47,270798,75.11,36758132,57088190,36758132,36501080,8.99,5.74,0.06,0.03,48941301,50845796,90.51,46021384,96.3,248421,48941301,5.7,0.1
"215","ERR1473166","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","R",4,"sequencing batch:FC2014_066",2.4,3.41,0.01,125.83,126.95,232679,71.14,31244672,48232905,31244672,30850137,12.86,3.99,0.04,0.03,43918199,45172247,93.23,42114728,97.2,199392,43918199,4,0
"216","ERR1473167","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","R",4,"sequencing batch:FC2014_066",1.96,3.32,0.01,125.83,127.01,273656,68.23,32903724,53298476,32903724,32470737,13.66,4.11,0.06,0.04,48225830,49725337,92.87,46180192,97,219895,48225830,4.1,0.1
"217","ERR1473168","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","R",4,"sequencing batch:FC2014_066",2,3.35,0.01,127.44,128.8,231087,71.26,28357071,44662813,28357071,28001011,11.94,4.51,0.05,0.03,39795481,41500161,91.38,37923876,95.9,191916,39795481,4.5,0.1
"218","ERR1473169","8-9pcw","Prenatal","11832_donorID","F","CTX","Forebrain","R",3,"sequencing batch:FC2014_150",2.34,3.54,0.02,125.32,126.43,288963,68.46,43021481,69118123,43021481,42627661,14.99,4.23,0.06,0.04,62842512,63976684,94,60137408,98.2,244221,62842512,4.2,0.1
"219","ERR1473170","8-9pcw","Prenatal","11832_donorID","F","CTX","Forebrain","L",3,"sequencing batch:FC2014_150",2.34,3.4,0.01,127.05,128.19,343428,70.72,50266480,78214599,50266480,49757243,13.17,4.27,0.06,0.05,71074554,72497946,93.77,67980285,98,262881,71074554,4.3,0.1
"220","ERR1473171","8-9pcw","Prenatal","11830_donorID","F","CTX","Forebrain","L",NA,"sequencing batch:FC2014_071",1.72,2.66,0.01,131.29,134.24,212665,73.5,31712674,56159603,31712674,32297924,8.84,8.88,0.07,0.03,43147036,43854514,89.5,39251852,98.4,287930,43147036,8.9,0.1
"221","ERR1473172","8-9pcw","Prenatal","11920_donorID","M","CTX","Forebrain","L",2.83333333333333,"sequencing batch:FC2014_054, FC2014_117",2.98,2.35,0.07,132.29,137.23,94014,75.52,12712109,24025903,12712109,12836443,6.21,10.88,0.07,0.02,16832756,17295481,86.45,14951379,97.3,203872,16832756,10.9,0.1
"222","ERR1473173","8-9pcw","Prenatal","11920_donorID","M","CTX","Forebrain","L",2.83333333333333,"sequencing batch:FC2014_054, FC2014_117",2.89,2.38,0.08,131.87,136.63,145322,75.31,18965563,35643942,18965563,19141537,6.44,10.54,0.06,0.02,25182345,26125410,85.85,22427456,96.4,222412,25182345,10.5,0.1
"223","ERR1473174","13-15pcw","Prenatal","11892_donorID","M","CTX","Forebrain","",2,"sequencing batch:FC2014_055",3.21,2.7,0.08,134.92,137.99,257254,82.19,37444507,57669110,37444507,37162471,4.07,7.7,0.05,0.02,45559363,46718847,89.82,41964037,97.5,259642,45559363,7.7,0
"224","ERR1473175","10-12pcw","Prenatal","11656_donorID","F","CTX","Forebrain","L",NA,"sequencing batch:FC2014_047",1.91,3.03,0.01,133.3,136.38,247389,79.51,37439649,59253228,37439649,37306330,6.05,7.79,0.04,0.02,47086236,47986240,90.33,43345980,98.1,261583,47086236,7.8,0
"225","ERR1473176","10-12pcw","Prenatal","11841_donorID","M","CTX","Forebrain","L",2,"sequencing batch:FC2014_044",2.58,2.75,0.1,131.28,133.72,203469,75.79,31210385,50788284,31210385,30878672,8.51,6.51,0.06,0.03,41177738,42099506,91.3,38435016,97.8,293657,41177738,6.5,0.1
"226","ERR1473177","8-9pcw","Prenatal","11121_donorID","M","CTX","Forebrain","",2,"sequencing batch:FC2014_049",2.52,2.93,0.11,131.17,133.29,296650,73.99,39843934,64234091,39843934,39133752,9.57,5.75,0.05,0.03,53851580,54782806,92.55,50702905,98.3,314862,53851580,5.7,0.1
"227","ERR1473178","16-18pcw","Prenatal","1107_donorID","Unknown","CTX","Forebrain","R",0.75,"sequencing batch:FC2014_073",3.95,3.35,0.09,140.34,142.95,373577,83.56,47278188,69183969,47278188,47454330,3.65,8.44,0.04,0.01,56582162,58052747,89.02,51680105,97.5,218285,56582162,8.4,0
"228","ERR1473179","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",1.43,2.75,0.08,136.57,141.17,352384,85.13,48695152,78165675,48695152,48424214,1.57,9.6,0.03,0.01,57201987,59065257,87.25,51532732,96.8,222722,57201987,9.6,0
"229","ERR1473180","13-15pcw","Prenatal","1923_donorID","F","CTX","Forebrain","R",2.5,"sequencing batch:FC2014_055",2.09,2.81,0.02,133.76,137.29,222359,76.77,29225116,49522035,29225116,28899525,7.49,8.01,0.06,0.02,38069912,39097804,89.36,34937409,97.4,221112,38069912,8,0.1
"230","ERR1473181","13-15pcw","Prenatal","1923_donorID","F","CTX","Forebrain","L",2.5,"sequencing batch:FC2014_055",2.63,3.12,0.02,135.42,137.88,233952,83.16,35583287,52060167,35583287,35231089,4.11,6.87,0.04,0.02,42790022,43772795,90.89,39783072,97.8,258885,42790022,6.9,0
"231","ERR1473182","10-12pcw","Prenatal","11834_donorID","M","CTX","Forebrain","R",3.83333333333333,"sequencing batch:FC2014_055",2.19,2.73,0.1,132.15,134.78,210508,76.55,30391932,49019881,30391932,30149360,8.16,6.85,0.06,0.02,39703032,40718953,90.66,36914531,97.5,254102,39703032,6.8,0.1
"232","ERR1473183","8-9pcw","Prenatal","11820_donorID","F","CTX","Forebrain","R",NA,"sequencing batch:FC2014_032",2.52,2.78,0.01,132.04,135.06,196914,77.29,27851117,45586251,27851117,27501939,7.33,7.06,0.06,0.03,36034316,36717528,91.08,33443650,98.1,261143,36034316,7.1,0.1
"233","ERR1473184","8-9pcw","Prenatal","11820_donorID","F","CTX","Forebrain","L",NA,"sequencing batch:FC2014_032",2.41,2.69,0.01,130.88,134.17,336413,74.21,43149402,75263265,43149402,42602620,8.75,7.46,0.07,0.03,58148523,59892805,89.63,53683303,97.1,302679,58148523,7.5,0.1
"234","ERR1473185","10-12pcw","Prenatal","1835_donorID","M","CTX","Forebrain","",NA,"sequencing batch:FC2014_055",2.44,2.39,0.08,132.79,138.56,250360,77.83,32340552,60771793,32340552,32373387,4.74,11.39,0.06,0.02,41554192,43013606,85.22,36655222,96.6,212414,41554192,11.4,0.1
"235","ERR1473186","8-9pcw","Prenatal","11845_donorID","M","CTX","Forebrain","L",2,"sequencing batch:FC2014_040",2.87,2.71,0.11,131.38,134.2,251379,76.31,36378874,59106276,36378874,35983713,7.44,6.84,0.06,0.03,47675179,48362992,91.74,44369039,98.6,297239,47675179,6.8,0.1
"236","ERR1473187","8-9pcw","Prenatal","11845_donorID","M","CTX","Forebrain","R",2,"sequencing batch:FC2014_043",2.21,2.39,0.09,128.24,132.21,251506,72.06,37085796,69446428,37085796,36884056,9.63,8.37,0.07,0.03,51465795,52343665,89.95,47084221,98.3,294194,51465795,8.4,0.1
"237","ERR1473188","8-9pcw","Prenatal","11873_donorID","F","CTX","Forebrain","R",18,"sequencing batch:FC2014_066",2.41,3.43,0.01,126.45,127.45,221756,69.33,28491534,44819994,28491534,28145022,13.41,4,0.06,0.04,41097008,42274061,93.22,39407052,97.2,206249,41097008,4,0.1
"238","ERR1473189","8-9pcw","Prenatal","11873_donorID","F","CTX","Forebrain","L",18,"sequencing batch:FC2014_075",2.74,3.28,0.01,126.66,127.89,257788,69.64,32476590,52321252,32476590,32358725,13.45,4.75,0.05,0.04,46638007,48082184,92.25,44353563,97,204784,46638007,4.8,0.1
"239","ERR1473190","16-18pcw","Prenatal","11907_donorID","F","CTX","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054",1.52,2.5,0.01,130.11,135.19,250586,76.64,33385366,63055782,33385366,33163482,6.02,10.12,0.05,0.02,43562134,44935642,86.82,39013968,96.9,254236,43562134,10.1,0.1
"240","ERR1473191","13-15pcw","Prenatal","11900_donorID","M","CTX","Forebrain","",17,"sequencing batch:FC2014_055",1.25,2.97,0.11,132.12,134.55,222689,76.9,30320294,47649572,30320294,29874089,7.73,6.41,0.06,0.02,39427151,40582998,90.74,36824168,97.2,255188,39427151,6.4,0.1
"241","ERR1473192","10-12pcw","Prenatal","11834_donorID","M","CTX","Forebrain","L",3.83333333333333,"sequencing batch:FC2014_058",2.32,2.79,0.09,134.3,136.95,252906,82.59,38091348,56655301,38091348,37766464,4.55,7.03,0.04,0.01,46120460,47240794,90.6,42799786,97.6,262868,46120460,7,0
"242","ERR1473193","10-12pcw","Prenatal","11885_donorID","M","CTX","Forebrain","L",NA,"sequencing batch:FC2014_058",2.4,2.79,0.09,134.84,137.42,280556,82.54,42045656,62390355,42045656,41699109,4.64,7.07,0.04,0.02,50939453,52409812,90.13,47236378,97.2,272017,50939453,7.1,0
"243","ERR1473194","10-12pcw","Prenatal","11885_donorID","M","CTX","Forebrain","R",NA,"sequencing batch:FC2014_058",2.26,2.98,0.1,134.39,136.36,227800,84.74,36519219,50633520,36519219,36247237,3.84,6.11,0.03,0.01,43094927,44100265,91.61,40400749,97.7,268288,43094927,6.1,0
"244","ERR1473195","10-12pcw","Prenatal","11833_donorID","F","CTX","Forebrain","R",30,"sequencing batch:FC2014_044",0.94,3.11,0.01,129.41,131.81,193812,74.59,29657487,48078094,29657487,29263890,9.27,6.25,0.07,0.04,39759877,40702997,91.43,37214535,97.7,280110,39759877,6.3,0.1
"245","ERR1473196","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","R",3,"sequencing batch:FC2014_075",1.48,2.12,0.01,122.41,128,209364,59.72,23600069,62258122,23600069,23829347,15.95,11.68,0.09,0.06,39519266,40226318,86.56,34819289,98.2,272860,39519266,11.7,0.1
"246","ERR1473197","10-12pcw","Prenatal","11942_donorID","F","CTX","Forebrain","L",16.6666666666667,"sequencing batch:FC2014_044",2.66,2.78,0.01,132.36,135.33,257684,77.38,36260663,60024035,36260663,35812664,7.2,7.4,0.06,0.03,46857794,47897830,90.43,43313334,97.8,287832,46857794,7.4,0.1
"247","ERR1473198","10-12pcw","Prenatal","11841_donorID","M","CTX","Forebrain","R",2,"sequencing batch:FC2014_044",1.88,2.3,0.09,126.38,130.35,206310,69.87,28109188,55986525,28109188,28028536,10.8,8.78,0.07,0.04,40228117,41184715,88.9,36613435,97.7,283039,40228117,8.8,0.1
"248","ERR1473199","16-18pcw","Prenatal","11921_donorID","M","CTX","Forebrain","L",3.66666666666667,"sequencing batch:FC2014_044",1.97,2.05,0.07,129.07,135.63,288864,68.19,29991905,69353367,29991905,29871196,11.02,11.98,0.06,0.04,43981664,45128105,85.48,38577296,97.5,224839,43981664,12,0.1
"249","ERR1473200","10-12pcw","Prenatal","12007_donorID","M","CTX","Forebrain","L",4.5,"sequencing batch:FC2014_081",1.61,2.82,0.12,128.6,130.15,190215,72.07,33759951,54222823,33759951,33449530,11.42,5.23,0.06,0.04,46840392,48000625,92.36,44331075,97.6,287950,46840392,5.2,0.1
"250","ERR1473201","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","L",3,"sequencing batch:FC2014_081",1.76,2.82,0.01,130.83,133.53,174371,75.64,27705206,46214788,27705206,27500391,8.33,7.23,0.06,0.03,36627677,37335699,90.88,33929470,98.1,264919,36627677,7.2,0.1
"251","ERR1473202","10-12pcw","Prenatal","12007_donorID","M","CTX","Forebrain","R",4.5,"sequencing batch:FC2014_089",1.68,2.82,0.1,129.64,131.48,147171,76,27000166,41967115,27000166,26769610,8.94,5.64,0.06,0.03,35524936,36239101,92.39,33480816,98,273443,35524936,5.6,0.1
"252","ERR1473203","13-15pcw","Prenatal","1117_donorID","Unknown","CTX","Forebrain","L",2.33333333333333,"sequencing batch:FC2014_054",0.69,1.63,0.06,124.41,136.55,248176,71.2,24590754,68010289,24590754,24893590,4.65,18.09,0.05,0.01,34536744,36135072,77.48,27998833,95.6,127784,34536744,18.1,0.1
"253","ERR1473204","13-15pcw","Prenatal","1923_donorID","F","CTX","Forebrain","R",2.5,"sequencing batch:FC2014_055",2.63,3.11,0.02,134.3,136.44,272437,80.44,39277869,58078466,39277869,38781506,5.94,6.05,0.05,0.02,48827492,51337906,89.06,45722388,95.1,260394,48827492,6,0
"254","ERR1473205","13-15pcw","Prenatal","1923_donorID","F","CTX","Forebrain","L",2.5,"sequencing batch:FC2014_058",2.03,3.09,0.02,133.04,135.36,275321,81.68,44368248,65579683,44368248,43880765,5.06,6.47,0.05,0.02,54322859,55625026,91.19,50724360,97.7,300889,54322859,6.5,0
"255","ERR1473206","10-12pcw","Prenatal","11834_donorID","M","CTX","Forebrain","R",3.83333333333333,"sequencing batch:FC2014_058",2.12,2.66,0.09,132.12,135.21,254444,78.4,37319030,60453969,37319030,37029316,6.71,7.45,0.05,0.02,47600948,48912638,89.87,43955866,97.3,273162,47600948,7.5,0.1
"256","ERR1473207","10-12pcw","Prenatal","1835_donorID","M","CTX","Forebrain","",NA,"sequencing batch:FC2014_055",2.43,2.41,0.07,132.29,138.12,246496,79.28,33375947,62168120,33375947,33611446,3.54,11.53,0.05,0.02,42099320,44375189,83.34,36983822,94.9,237248,42099320,11.5,0.1
"257","ERR1473208","16-18pcw","Prenatal","11907_donorID","F","CTX","Forebrain","R",16.6666666666667,"sequencing batch:FC2014_054",3.81,2.93,0.01,136.76,140.63,205237,82.65,28628366,45561789,28628366,28472697,3.37,8.88,0.05,0.01,34636447,35784027,87.92,31459848,96.8,229969,34636447,8.9,0
"258","ERR1473209","13-15pcw","Prenatal","11900_donorID","M","CTX","Forebrain","",17,"sequencing batch:FC2014_055",1.08,2.93,0.1,131.79,134.52,251466,75.16,33758826,55625705,33758826,33264985,8.74,6.78,0.06,0.03,44917352,46000594,90.87,41800050,97.6,265484,44917352,6.8,0.1
"259","ERR1473210","10-12pcw","Prenatal","11885_donorID","M","CTX","Forebrain","R",NA,"sequencing batch:FC2014_043",2.55,2.81,0.12,131.58,133.86,190235,75.12,27326232,43674553,27326232,27103507,9.5,6.34,0.05,0.02,36376882,37227955,91.37,34016370,97.7,249782,36376882,6.3,0
"260","ERR1473211","10-12pcw","Prenatal","11833_donorID","F","CTX","Forebrain","R",30,"sequencing batch:FC2014_044",0.87,3.27,0.01,129.67,131.53,158060,75.33,26967989,41631615,26967989,26596010,9.18,5.45,0.07,0.03,35800834,36675962,92.17,33803305,97.6,267408,35800834,5.4,0.1
"261","ERR1473212","10-12pcw","Prenatal","11841_donorID","M","CTX","Forebrain","R",2,"sequencing batch:FC2014_044",2.14,2.83,0.1,130.32,132.68,187961,74.76,29697696,48638440,29697696,29328617,9.16,6.42,0.06,0.03,39725421,40605511,91.41,37117195,97.8,285089,39725421,6.4,0.1
"262","ERR1473213","16-18pcw","Prenatal","11921_donorID","M","CTX","Forebrain","L",3.66666666666667,"sequencing batch:FC2014_044",2.7,2.42,0.08,131.33,135.44,244495,76.95,33229393,58779081,33229393,32915661,6.78,8.54,0.05,0.02,43184475,44106283,89.37,39416698,97.9,275071,43184475,8.5,0
"263","ERR1473214","8-9pcw","Prenatal","11851_donorID","F","CTX","Forebrain","L",4,"sequencing batch:FC2014_080",1.28,2.29,0.01,125.93,130.94,287662,67.39,37551479,82722064,37551479,37340254,11.79,10.39,0.07,0.03,55722419,57047129,87.29,49797767,97.7,285189,55722419,10.4,0.1
"264","ERR1473215","10-12pcw","Prenatal","12007_donorID","M","CTX","Forebrain","R",4.5,"sequencing batch:FC2014_080",1.7,2.58,0.1,129.75,132.49,213351,76.28,34580871,57363778,34580871,34264669,7.94,6.99,0.05,0.02,45335126,46332425,90.86,42098121,97.8,287613,45335126,7,0.1
"265","ERR1473216","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","L",3,"sequencing batch:FC2014_081",1.91,3,0.02,129.13,130.89,199574,70.7,30604833,50876420,30604833,30253011,12.37,5.59,0.06,0.03,43287096,44139809,92.48,40819073,98.1,278563,43287096,5.6,0.1
"266","ERR1473217","10-12pcw","Prenatal","11930_donorID","F","CTX","Forebrain","R",3,"sequencing batch:FC2014_081",1.84,2.87,0.01,131.38,133.81,169933,75.9,29978816,48672531,29978816,29661583,8.8,6.55,0.05,0.03,39497901,40470206,91.05,36848024,97.6,254848,39497901,6.5,0.1
